# x,y,theta
4.58181,-1.19305,0.0747672
4.5968,-1.19163,0.0944789
4.61164,-1.18995,0.112333
4.62652,-1.18803,0.128281
4.64134,-1.18585,0.146085
4.65624,-1.1834,0.163234
4.67093,-1.1807,0.181639
4.68562,-1.17774,0.198974
4.70027,-1.1745,0.217265
4.71486,-1.17102,0.234399
4.72936,-1.16728,0.252261
4.74384,-1.16329,0.269132
4.75822,-1.15909,0.284368
4.77257,-1.15464,0.300604
4.78681,-1.14998,0.316031
4.801,-1.14508,0.332691
4.81508,-1.13997,0.348322
4.82913,-1.13464,0.362617
4.84307,-1.1291,0.377933
4.85693,-1.12336,0.392583
4.8707,-1.11741,0.407998
4.88437,-1.11126,0.422541
4.89796,-1.10493,0.4359
4.91147,-1.09841,0.449812
4.92489,-1.09171,0.463263
4.93822,-1.08482,0.477152
4.95144,-1.07776,0.490404
4.96459,-1.07053,0.502641
4.97765,-1.06313,0.515197
4.99061,-1.05559,0.527155
5.00348,-1.04791,0.538396
5.01628,-1.04005,0.550233
5.02898,-1.03206,0.56157
5.04157,-1.02393,0.573158
5.05409,-1.01566,0.584138
5.0666,-1.0072,0.594421
5.07886,-0.998726,0.604837
5.09112,-0.990068,0.614931
5.10328,-0.981304,0.624441
5.11535,-0.972429,0.634065
5.12737,-0.96342,0.643371
5.13929,-0.954314,0.652178
5.15116,-0.945085,0.66108
5.16288,-0.935807,0.669662
5.17455,-0.926395,0.67829
5.18621,-0.916843,0.686473
5.1977,-0.907284,0.694098
5.20914,-0.897609,0.701799
5.22054,-0.887831,0.709212
5.23185,-0.877981,0.716239
5.24309,-0.868056,0.723256
5.25432,-0.858006,0.730037
5.26539,-0.847973,0.736435
5.27644,-0.837824,0.74287
5.28742,-0.827618,0.749079
5.29833,-0.817348,0.754979
5.3092,-0.807006,0.760782
5.32002,-0.796591,0.766375
5.33077,-0.786129,0.771695
5.34145,-0.775625,0.77702
5.35209,-0.765053,0.782124
5.36269,-0.754419,0.786983
5.37324,-0.743737,0.791776
5.38371,-0.733034,0.796359
5.39415,-0.722266,0.800737
5.40456,-0.711439,0.805094
5.41491,-0.700586,0.809279
5.42522,-0.689683,0.813264
5.43548,-0.678749,0.817147
5.44571,-0.667768,0.820874
5.45589,-0.656759,0.824432
5.46603,-0.645709,0.828017
5.47613,-0.63464,0.831426
5.48621,-0.623512,0.834658
5.49625,-0.612361,0.837826
5.50625,-0.601181,0.840849
5.51622,-0.589978,0.843721
5.52615,-0.578757,0.846589
5.53606,-0.567492,0.849347
5.54594,-0.556195,0.851955
5.55579,-0.544881,0.854438
5.5656,-0.533554,0.856866
5.57541,-0.522183,0.859203
5.58518,-0.510799,0.861425
5.59492,-0.499409,0.86365
5.60465,-0.48797,0.865765
5.61434,-0.476542,0.867749
5.62401,-0.46508,0.869712
5.63369,-0.45357,0.871582
5.64331,-0.442093,0.873333
5.65291,-0.430588,0.875101
5.66252,-0.419045,0.876788
5.67209,-0.407501,0.878361
5.68165,-0.39594,0.879907
5.6912,-0.384354,0.881372
5.70072,-0.372778,0.882738
5.71023,-0.361175,0.884133
5.71973,-0.34956,0.885469
5.7292,-0.337943,0.8867
5.73867,-0.326308,0.887836
5.74811,-0.314671,0.888964
5.75756,-0.303005,0.890025
5.767,-0.291333,0.891007
5.7764,-0.279675,0.891991
5.78584,-0.26795,0.892918
5.79522,-0.256285,0.893762
5.8046,-0.244591,0.894578
5.81399,-0.232876,0.895338
5.82335,-0.221168,0.896034
5.83272,-0.209449,0.896673
5.84207,-0.19773,0.897261
5.85142,-0.185997,0.897803
5.86077,-0.17426,0.898302
5.87011,-0.162518,0.898753
5.87944,-0.150781,0.899157
5.88876,-0.139049,0.899511
5.89809,-0.12729,0.899817
5.90741,-0.11555,0.900071
5.91674,-0.103781,0.900268
5.92607,-0.0920225,0.900394
5.93537,-0.0802893,0.900469
5.9447,-0.0685211,0.900469
5.95402,-0.0567649,0.90035
5.96334,-0.0450212,0.900086
